0,1,2,3,4,5,6,7,8,9,Topic Name
0.06226787806404515,0.0,0.008098901436596714,0.006427501363572056,0.012164206893497736,0.0,0.0,0.0,0.0,0.0063869642779943135,"window, install, boot, driver, update, instal, version, computer, work, machine"
0.0,0.0,0.0,0.06231755814781972,0.0,0.0,0.0,0.0,0.0,0.008441643097305359,"code, game, function, class, not, object, use, value, method, like"
0.0,0.0,0.0,0.0493172428324574,0.0,0.00646532779368172,0.0,0.00223554356980988,0.005290986449286503,0.008023142695708295,"code, game, function, class, not, object, use, value, method, like"
0.0041093282613834554,0.0,0.0005747905642839007,0.0,0.05142408322910986,0.0,0.14458132280135927,0.0,0.0,0.0,"dns, domain, ip, record, address, server, email, mail, host, zone"
0.0006462085302954266,0.0,0.0,0.005383562646367592,0.0037285891147237683,0.0,0.0,0.11525028887682211,0.007329166274538574,0.014055563122783681,"table, database, query, index, column, row, datum, sql, key, mysql"
0.004703479945434867,0.0,0.0,0.023558652589799202,0.010104773284457025,0.03414244472112711,0.0,0.0001803146943838302,0.006131017353969853,0.008742800084951438,"file, folder, directory, copy, backup, command, script, delete, open, rsync"
0.0018949792799216314,0.0,0.0,0.02992693038444705,0.0,0.0,0.0,0.0,0.0,0.008354682698078465,"code, game, function, class, not, object, use, value, method, like"
0.0,0.0,0.01396033875200346,0.0015446955308843595,0.0,0.0,0.0,0.0,0.0,0.0935337779550054,"memory, power, ram, cpu, gb, card, run, system, not, bit"
0.005302974393964956,0.045622331678589874,0.0,0.011285816925835348,0.010927556711963297,0.0,0.0,0.0010237593719789803,0.00027963487977072894,0.002735254607583534,"router, ip, network, address, port, connect, switch, device, connection, route"
0.004185290802078291,0.0,0.000493140943057338,0.0015642976229397936,0.02791483803508303,0.02227989555210559,0.005394147618356741,0.0,0.0012959723997863143,0.024234200611397996,"server, client, sql, run, web, host, connection, database, machine, port"
0.00030600474060948245,0.0009385490847426373,0.002640262900995874,0.06474453469107748,0.0,0.0,0.0,0.01002095126164602,0.014509184666370065,0.011060235791696018,"code, game, function, class, not, object, use, value, method, like"
0.0,0.002416355022317135,0.01830693921415628,0.01709623220397236,0.007080365620841555,0.0063533212082031955,0.0,0.0037394799920659988,0.004365641346043848,0.007781199131121549,"drive, disk, raid, partition, datum, hard, backup, boot, usb, ssd"
0.02939579541751668,0.04236529086914353,0.0,0.0,0.016771503498594173,0.010171152873299087,0.03637347658292744,0.0,0.005500589326131628,0.01708173666659035,"router, ip, network, address, port, connect, switch, device, connection, route"
0.040440769721076984,0.0,0.03164921186623639,0.025014149266568354,0.0,0.04685998867527978,0.0,0.0,0.0,3.0213849140689187e-05,"file, folder, directory, copy, backup, command, script, delete, open, rsync"
0.0005360424165319456,0.0,0.0,0.0045455957156303305,0.01812168269144014,0.014994752272529093,0.0,0.07618000311642258,0.006472331726777468,0.0,"table, database, query, index, column, row, datum, sql, key, mysql"
0.00011844735771714444,0.002354932910187974,0.01314799983562913,0.012909774800964004,0.0,0.0,0.0,0.0,0.0001273092125898816,0.03083194471586837,"memory, power, ram, cpu, gb, card, run, system, not, bit"
0.015241434711299767,0.0,0.0,0.0,0.0141695493199653,0.0,0.020729547825171828,0.0,0.1320087964776647,0.0,"user, password, account, group, access, permission, log, domain, policy, login"
0.0012317218129261934,0.0,0.0,0.041033868895457626,0.0,0.0,0.0,0.004485837908709179,0.0,0.0,"code, game, function, class, not, object, use, value, method, like"
0.0,0.0,0.0,0.01272005767563133,0.03920902159887,0.0,0.002224870024280037,0.0,0.0,0.023101529319516336,"server, client, sql, run, web, host, connection, database, machine, port"
0.0,0.0,0.0,0.018438006446383097,0.0,0.014289434696692601,0.0004937827133516224,0.0,0.0,0.07988303054479266,"memory, power, ram, cpu, gb, card, run, system, not, bit"
0.0,0.00843044763967135,0.0,0.0026954461143701017,0.01749703750089562,0.0006947798243841736,0.03670885510020526,0.004682631742800143,0.038132177294301746,0.0,"user, password, account, group, access, permission, log, domain, policy, login"
0.05989253681952673,0.0,0.01841211952213285,0.0011152994543064901,0.0,0.004974858340860054,0.0,0.0,0.0,0.0,"window, install, boot, driver, update, instal, version, computer, work, machine"
0.0,0.0,0.0,0.0022817665187210884,0.05472081934604997,0.0,0.04880636704341704,0.0,0.0,0.0,"server, client, sql, run, web, host, connection, database, machine, port"
0.0,0.010694668303165601,0.0,0.013493421456740639,0.022190662974530137,0.0159648218597404,0.0447360341019578,0.0,0.02317594507614498,0.010224248651578612,"dns, domain, ip, record, address, server, email, mail, host, zone"
0.03322753687694991,0.02528609239848841,0.0,0.0,0.030552652318621674,0.049387879999507875,0.0,0.0,0.024533278139680495,0.0,"file, folder, directory, copy, backup, command, script, delete, open, rsync"
0.0018113157161584342,0.0,0.0,0.0,0.05779391268222132,0.017420411741564463,0.0,0.0,0.0,0.02388188616415199,"server, client, sql, run, web, host, connection, database, machine, port"
0.002610715901878105,0.0006883106303030354,0.0,0.02203082982636212,0.014177123446971569,0.02464614091575625,0.007714260780059648,0.0,0.002753297960779222,0.0,"file, folder, directory, copy, backup, command, script, delete, open, rsync"
0.0,0.0,0.0,0.0,0.00828876981234609,0.0,0.003974439680020567,0.11443239577329456,0.0,0.030192368172693218,"table, database, query, index, column, row, datum, sql, key, mysql"
0.0,0.0,0.04154422041217328,0.0,0.0,0.012203341149733407,0.0,0.0,0.0,0.06407175260671462,"memory, power, ram, cpu, gb, card, run, system, not, bit"
0.0,0.0,0.0,0.05115188188235864,0.0,0.0,0.00222360869487137,0.0,0.0,0.013286438166315997,"code, game, function, class, not, object, use, value, method, like"
0.0,0.0018376179802394015,4.272370701950335e-05,0.022964815902173964,0.0,0.0,0.00010938241204330343,0.009632600881496416,0.007375260322851086,0.0067279702280287155,"code, game, function, class, not, object, use, value, method, like"
0.0,0.00708209199909819,0.0005645133791623648,0.02196815657508123,0.0067791079535953125,0.0,0.0,0.0049245358608955726,0.02695063555099712,0.012077743219708994,"user, password, account, group, access, permission, log, domain, policy, login"
